0.000000 0.000000 0.000000
0.000000 0.014706 0.000000
0.000000 0.029412 0.000000
0.000000 0.044118 0.000000
0.000000 0.058824 0.000000
0.000000 0.073529 0.000000
0.000000 0.088235 0.000000
0.000000 0.102941 0.000000
0.000000 0.117647 0.000000
0.000000 0.132353 0.000000
0.000000 0.147059 0.000000
0.000000 0.161765 0.000000
0.000000 0.176471 0.000000
0.000000 0.191176 0.000000
0.000000 0.205882 0.000000
0.000000 0.220588 0.000000
0.000000 0.235294 0.000000
0.000000 0.250000 0.000000
0.000000 0.264706 0.000000
0.000000 0.279412 0.000000
0.000000 0.294118 0.000000
0.000000 0.308824 0.000000
0.000000 0.323529 0.000000
0.000000 0.338235 0.000000
0.000000 0.352941 0.000000
0.000000 0.367647 0.000000
0.000000 0.382353 0.000000
0.000000 0.397059 0.000000
0.000000 0.411765 0.000000
0.000000 0.426471 0.000000
0.000000 0.441176 0.000000
0.000000 0.455882 0.000000
0.000000 0.470588 0.000000
0.000000 0.485294 0.000000
0.000000 0.500000 0.000000
0.000000 0.514706 0.000000
0.000000 0.529412 0.000000
0.000000 0.544118 0.000000
0.000000 0.558824 0.000000
0.000000 0.573529 0.000000
0.000000 0.588235 0.000000
0.000000 0.602941 0.000000
0.000000 0.617647 0.000000
0.000000 0.632353 0.000000
0.000000 0.647059 0.000000
0.000000 0.661765 0.000000
0.000000 0.676471 0.000000
0.000000 0.691176 0.000000
0.000000 0.705882 0.000000
0.000000 0.720588 0.000000
0.000000 0.735294 0.000000
0.000000 0.750000 0.000000
0.000000 0.764706 0.000000
0.000000 0.779412 0.000000
0.000000 0.794118 0.000000
0.000000 0.808824 0.000000
0.000000 0.823529 0.000000
0.000000 0.838235 0.000000
0.000000 0.852941 0.000000
0.000000 0.867647 0.000000
0.000000 0.882353 0.000000
0.000000 0.897059 0.000000
0.000000 0.911765 0.000000
0.000000 0.926471 0.000000
0.000000 0.941176 0.000000
0.000000 0.955882 0.000000
0.000000 0.970588 0.000000
0.014706 0.000000 0.000000
0.014706 0.014706 0.000000
0.014706 0.029412 0.000000
0.014706 0.044118 0.000000
0.014706 0.058824 0.000000
0.014706 0.073529 0.000000
0.014706 0.088235 0.000000
0.014706 0.102941 0.000000
0.014706 0.117647 0.000000
0.014706 0.132353 0.000000
0.014706 0.147059 0.000001
0.014706 0.161765 0.000001
0.014706 0.176471 0.000001
0.014706 0.191176 0.000001
0.014706 0.205882 0.000001
0.014706 0.220588 0.000001
0.014706 0.235294 0.000001
